1483225200.0,51
1483228800.0,42
1483232400.0,45
1483236000.0,43
1483239600.0,45
1483243200.0,45
1483246800.0,51
1483250400.0,43
1483254000.0,50
1483257600.0,50
1483261200.0,52
1483264800.0,45
1483268400.0,45
1483272000.0,51
1483275600.0,43
1483279200.0,50
1483282800.0,49
1483286400.0,45
1483290000.0,48
1483293600.0,46
1483297200.0,44
1483300800.0,49
1483304400.0,45
1483308000.0,46
1483311600.0,52
1483315200.0,50
1483318800.0,51
1483322400.0,51
1483326000.0,50
1483329600.0,46
1483333200.0,43
1483336800.0,47
1483340400.0,45
1483344000.0,52
1483347600.0,51
1483351200.0,42
1483354800.0,49
1483358400.0,43
1483362000.0,46
1483365600.0,49
1483369200.0,42
1483372800.0,50
1483376400.0,49
1483380000.0,42
1483383600.0,52
1483387200.0,51
1483390800.0,48
1483394400.0,44
1483398000.0,45
1483401600.0,43
1483405200.0,43
1483408800.0,52
1483412400.0,51
1483416000.0,42
1483419600.0,47
1483423200.0,51
1483426800.0,48
1483430400.0,50
1483434000.0,47
1483437600.0,46
1483441200.0,45
1483444800.0,49
1483448400.0,52
1483452000.0,43
1483455600.0,44
1483459200.0,49
1483462800.0,49
1483466400.0,47
1483470000.0,44
1483473600.0,50
1483477200.0,45
1483480800.0,48
1483484400.0,49
1483488000.0,52
1483491600.0,43
1483495200.0,51
1483498800.0,50
1483502400.0,52
1483506000.0,42
1483509600.0,49
1483513200.0,43
1483516800.0,50
1483520400.0,47
1483524000.0,52
1483527600.0,49
1483531200.0,48
1483534800.0,44
1483538400.0,51
1483542000.0,43
1483545600.0,43
1483549200.0,50
1483552800.0,42
1483556400.0,44
1483560000.0,47
1483563600.0,44
1483567200.0,46
1483570800.0,44
1483574400.0,44
1483578000.0,46
1483581600.0,44
1483585200.0,51
1483588800.0,43
1483592400.0,52
1483596000.0,48
1483599600.0,47
1483603200.0,44
1483606800.0,43
1483610400.0,43
1483614000.0,49
1483617600.0,45
1483621200.0,43
1483624800.0,43
1483628400.0,45
1483632000.0,43
1483635600.0,42
1483639200.0,43
1483642800.0,45
1483646400.0,48
1483650000.0,42
1483653600.0,49
1483657200.0,51
1483660800.0,51
1483664400.0,44
1483668000.0,44
1483671600.0,47
1483675200.0,47
1483678800.0,46
1483682400.0,48
1483686000.0,52
1483689600.0,49
1483693200.0,51
1483696800.0,50
1483700400.0,45
1483704000.0,44
1483707600.0,51
1483711200.0,44
1483714800.0,44
1483718400.0,47
1483722000.0,49
1483725600.0,45
1483729200.0,49
1483732800.0,52
1483736400.0,51
1483740000.0,48
1483743600.0,45
1483747200.0,48
1483750800.0,44
1483754400.0,42
1483758000.0,52
1483761600.0,49
1483765200.0,42
1483768800.0,51
1483772400.0,47
1483776000.0,44
1483779600.0,52
1483783200.0,51
1483786800.0,42
1483790400.0,46
1483794000.0,45
1483797600.0,49
1483801200.0,46
1483804800.0,51
1483808400.0,43
1483812000.0,44
1483815600.0,49
1483819200.0,49
1483822800.0,43
1483826400.0,46
1483830000.0,50
1483833600.0,49
1483837200.0,43
1483840800.0,43
1483844400.0,48
1483848000.0,52
1483851600.0,47
1483855200.0,42
1483858800.0,44
1483862400.0,47
1483866000.0,43
1483869600.0,51
1483873200.0,49
1483876800.0,51
1483880400.0,47
1483884000.0,44
1483887600.0,43
1483891200.0,42
1483894800.0,52
1483898400.0,48
1483902000.0,47
1483905600.0,50
1483909200.0,45
1483912800.0,48
1483916400.0,45
1483920000.0,52
1483923600.0,51
1483927200.0,52
1483930800.0,43
1483934400.0,45
1483938000.0,51
1483941600.0,45
1483945200.0,47
1483948800.0,46
1483952400.0,50
1483956000.0,49
1483959600.0,47
1483963200.0,45
1483966800.0,46
1483970400.0,46
1483974000.0,52
1483977600.0,46
1483981200.0,44
1483984800.0,52
1483988400.0,47
1483992000.0,42
1483995600.0,42
1483999200.0,47
1484002800.0,51
1484006400.0,43
1484010000.0,47
1484013600.0,46
1484017200.0,43
1484020800.0,50
1484024400.0,50
1484028000.0,49
1484031600.0,48
1484035200.0,44
1484038800.0,50
1484042400.0,50
1484046000.0,51
1484049600.0,51
1484053200.0,44
1484056800.0,42
1484060400.0,47
1484064000.0,50
1484067600.0,46
1484071200.0,51
1484074800.0,42
1484078400.0,51
1484082000.0,45
1484085600.0,51
1484089200.0,50
1484092800.0,52
1484096400.0,50
1484100000.0,42
